"id","name","host_id","neighbourhood","latitude","longitude","room_type","price","number_of_reviews","host_listings","availability","rating","ward","availability_price","number_of_reviews_ltm"
16566429,"Comfortable Basement Studio in Brookland",19345901,"Woodridge, Fort Lincoln, Gateway",38.93568,-76.97442,"Entire home/apt",88,10,2,0,96,"Ward 5",0,0
16566555,"3 BR, 1.5 Bath on quiet NW street",109123500,"Brightwood Park, Crestwood, Petworth",38.93785,-77.02598,"Entire home/apt",700,0,1,0,NA,"Ward 4",0,0
16567407,"Cozy 2 BR Foggy Bottom **Ideal for Inauguration**",43011782,"West End, Foggy Bottom, GWU",38.89938,-77.05237,"Entire home/apt",500,0,1,0,NA,"Ward 2",0,0
16567494,"Contemporary 2-story 2 bedroom by Logan Circle",19537606,"Shaw, Logan Circle",38.90744,-77.02913,"Entire home/apt",2500,0,1,0,NA,"Ward 2",0,0
16571280,"1B-Apt 5 blocks from White House! Modern & Stylish",19542500,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90479,-77.03019,"Entire home/apt",199,0,1,0,NA,"Ward 2",0,0
16571281,"2 BR Apt Near Capitol, National Mall & Metro",45332574,"Union Station, Stanton Park, Kingman Park",38.90623,-77.00709,"Entire home/apt",999,0,1,0,NA,"Ward 6",0,0
16571530,"Private Room next to The US Capitol/Union Station!",107593369,"Union Station, Stanton Park, Kingman Park",38.89388,-77.00017,"Private room",300,1,2,90,100,"Ward 6",27000,0
16576444,"Perfect DC Location & House",39235404,"Capitol Hill, Lincoln Park",38.8801,-76.99713,"Private room",499,1,1,0,100,"Ward 6",0,0
16577009,"Charming, Spacious Flat w/ Great Location +Parking",19255332,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91702,-77.04355,"Entire home/apt",140,0,1,0,NA,"Ward 1",0,0
16577136,"The Livingston home",41912324,"Capitol Hill, Lincoln Park",38.8866,-76.98381,"Entire home/apt",450,0,1,83,NA,"Ward 6",37350,0
16577933,"Historic Row House 3 Blocks Walk to the Capitol",14168431,"Capitol Hill, Lincoln Park",38.89167,-76.99902,"Entire home/apt",975,0,1,0,NA,"Ward 6",0,0
16582691,"Hip Historic 1-BD Apt. Dupont/Logan Circle",109316702,"Shaw, Logan Circle",38.91064,-77.03396,"Entire home/apt",125,88,1,0,98,"Ward 2",0,0
16583485,"Modern 1BR 4 blocks from Capitol",55203478,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90246,-77.01713,"Entire home/apt",175,3,1,0,100,"Ward 2",0,0
16583499,"Fabulous 2 bd + 1 ba in heart of DC",6245006,"Dupont Circle, Connecticut Avenue/K Street",38.91462,-77.03975,"Entire home/apt",495,0,1,0,NA,"Ward 2",0,0
16583661,"{Contemporary Urban Rowhome}  Safe+Clean+Trusted",89220762,"Union Station, Stanton Park, Kingman Park",38.90354,-77.00051,"Entire home/apt",282,117,2,292,97,"Ward 6",82344,22
16584742,"Georgetown Townhouse Inauguration",109341672,"Georgetown, Burleith/Hillandale",38.90476,-77.06345,"Entire home/apt",800,0,1,0,NA,"Ward 2",0,0
16587393,"Super Modern  One Bedroom Penthouse",35456515,"Union Station, Stanton Park, Kingman Park",38.8927,-76.99826,"Entire home/apt",174,49,2,176,96,"Ward 6",30624,23
16587547,"Historic Capitol Hill Row House",5958291,"Union Station, Stanton Park, Kingman Park",38.8944,-76.99008,"Entire home/apt",199,6,2,110,100,"Ward 6",21890,0
16588413,"Full Apt - Walk to Capitol, Metro +private parking",109389527,"Capitol Hill, Lincoln Park",38.8836,-77.00298,"Entire home/apt",150,0,1,0,NA,"Ward 6",0,0
16588779,"Newly renovated COZY HOUSE minutes from MGM grand",109342951,"Congress Heights, Bellevue, Washington Highlands",38.8271,-77.0111,"Private room",89,17,1,363,82,"Ward 8",32307,0
16589585,"Capitol Hill steps to Congress & Metro, Park Pass",24051505,"Capitol Hill, Lincoln Park",38.88635,-77.00181,"Entire home/apt",78,207,1,236,97,"Ward 6",18408,40
16589596,"Private Basement Suite in Lovely Petworth",31366022,"Brightwood Park, Crestwood, Petworth",38.94201,-77.01981,"Entire home/apt",70,71,2,0,98,"Ward 4",0,0
16593929,"Lo's Place-Queen bed/Budget Travelers Welcome.",109447751,"Historic Anacostia",38.8656,-76.98618,"Private room",37,205,2,0,92,"Ward 8",0,0
16596118,"Elegant, roomy, close in for families, conventions",2032188,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92838,-77.03871,"Entire home/apt",165,154,1,15,99,"Ward 1",2475,21
16596185,"Beautiful 1 bedroom Bloomingdale Condo",17273311,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91494,-77.01164,"Entire home/apt",700,0,1,89,NA,"Ward 5",62300,0
16599599,"Luxury 2BR Capitol Hill Apartment",53634953,"Union Station, Stanton Park, Kingman Park",38.89953,-77.00245,"Entire home/apt",750,0,1,0,NA,"Ward 6",0,0
16600553,"Furnished Studio Apt for Rent in Dupont Circle !!!",38272586,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91202,-77.04907,"Entire home/apt",89,5,1,0,96,"Ward 1",0,0
16601641,"Cozy, centrally-located 1BR for inauguration wknd",14101933,"Howard University, Le Droit Park, Cardozo/Shaw",38.91823,-77.03384,"Entire home/apt",400,0,1,0,NA,"Ward 1",0,0
16602138,"Eng Bsmnt 1br+lvrm sofabed SW DC",109529688,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87995,-77.01957,"Entire home/apt",85,81,1,72,94,"Ward 6",6120,4
16602390,"3 Level House in NW DC Brightwood/North Petworth",12404439,"Takoma, Brightwood, Manor Park",38.95805,-77.01824,"Entire home/apt",450,0,1,0,NA,"Ward 4",0,0
16602437,"Charming, Cozy 1 Bedroom Apt in Columbia Heights",109533941,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9275,-77.03002,"Entire home/apt",300,0,1,90,NA,"Ward 1",27000,0
16602774,"Georgetown TH w/ 2 bedrm, 1 bath, close to transpo",37040586,"Georgetown, Burleith/Hillandale",38.9055,-77.05997,"Private room",315,0,1,270,NA,"Ward 2",85050,0
16602864,"Awesome 2 Bedroom Apt. in Great location!!",101887369,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90293,-76.98468,"Entire home/apt",85,50,1,0,92,"Ward 5",0,0
16603359,"Spacious 2 bed 2 bath Condo In Charming Brownstone",109545696,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90516,-77.01336,"Entire home/apt",725,0,1,0,NA,"Ward 2",0,0
16604034,"Family Friendly Home - Short Walk to Metro",109553199,"Friendship Heights, American University Park, Tenleytown",38.94971,-77.08784,"Entire home/apt",250,0,1,0,NA,"Ward 3",0,0
16605239,"Cozy Private Apartment East of the Capitol",109568164,"Ivy City, Arboretum, Trinidad, Carver Langston",38.89962,-76.97918,"Entire home/apt",59,89,1,55,98,"Ward 5",3245,3
16611470,"New one bedroom apartment in North End Shaw",12840492,"Howard University, Le Droit Park, Cardozo/Shaw",38.91932,-77.02255,"Entire home/apt",650,0,1,0,NA,"Ward 1",0,0
16612515,"Modern Private Room near Cleveland Park Metro",288836,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93681,-77.06,"Private room",310,0,1,90,NA,"Ward 3",27900,0
16612567,"W Street Suite-Parking  included- No Smoking",109644708,"Historic Anacostia",38.86339,-76.97886,"Entire home/apt",79,40,1,365,90,"Ward 8",28835,5
16613071,"House with Parking! Walk to Georgetown/Downtown",109021636,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91034,-77.08548,"Entire home/apt",800,0,1,87,NA,"Ward 3",69600,0
16614458,"Charming Converted Warehouse-Walk to Everything!",109664923,"Union Station, Stanton Park, Kingman Park",38.89395,-76.99316,"Entire home/apt",315,7,1,0,94,"Ward 6",0,0
16614924,"Inauguration Studio next to metro!!",23378228,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93703,-77.05531,"Entire home/apt",100,0,1,0,NA,"Ward 3",0,0
16615196,"Close to the DC Mall and Presidential Inauguration",19904281,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8818,-77.01817,"Entire home/apt",489,0,1,0,NA,"Ward 6",0,0
16615538,"Dupont 1 bedroom - 1 mile from the White House!",33756556,"Dupont Circle, Connecticut Avenue/K Street",38.91149,-77.0396,"Entire home/apt",1050,0,1,0,NA,"Ward 2",0,0
16616711,"2 Bed, 2.5 Bath, Newly Renovated Cap Hill House!",109690042,"Union Station, Stanton Park, Kingman Park",38.89718,-76.99164,"Entire home/apt",1111,0,1,0,NA,"Ward 6",0,0
16616824,"Stanton Park Penthouse",73662161,"Union Station, Stanton Park, Kingman Park",38.89479,-76.99904,"Entire home/apt",174,28,2,176,94,"Ward 6",30624,14
16617091,"Studio, Sleeps 5, for inauguration",109693843,"West End, Foggy Bottom, GWU",38.90194,-77.04849,"Entire home/apt",1000,0,1,0,NA,"Ward 2",0,0
16617928,"3 br, 3.5 bath apartment just north of U street",109702658,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92514,-77.03147,"Entire home/apt",600,0,1,0,NA,"Ward 1",0,0
16618008,"Cozy and Charming Glover Park Apartment",109704394,"Cathedral Heights, McLean Gardens, Glover Park",38.92063,-77.07987,"Entire home/apt",300,0,1,0,NA,"Ward 3",0,0
16618063,"Chic 1 Bedroom Luxury Apartment in Heart of DC",33197499,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90285,-77.01793,"Entire home/apt",550,2,2,0,100,"Ward 2",0,0
16618230,"DC Cathedral Studio",109707117,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93026,-77.07225,"Entire home/apt",85,7,1,0,93,"Ward 3",0,0
16618281,"Accessible Studio in Dupont",41410234,"Dupont Circle, Connecticut Avenue/K Street",38.9158,-77.03919,"Entire home/apt",700,0,1,89,NA,"Ward 2",62300,0
16618932,"Homey Studio in Mount Vernon Square NW D.C.",2789403,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90446,-77.01934,"Entire home/apt",62,9,1,0,98,"Ward 2",0,0
16619082,"Capitol Hill Getaway",52347128,"Union Station, Stanton Park, Kingman Park",38.89311,-76.99981,"Entire home/apt",900,0,1,0,NA,"Ward 6",0,0
16619513,"Large Studio Near Capitol/Supreme CT",18844673,"Union Station, Stanton Park, Kingman Park",38.89469,-77.00164,"Entire home/apt",100,0,1,81,NA,"Ward 6",8100,0
16620442,"Georgetown House ,Renovated, Open Plan",109736004,"Georgetown, Burleith/Hillandale",38.90987,-77.05751,"Entire home/apt",750,25,1,347,98,"Ward 2",260250,4
16620516,"Large Woodley Row Home - Near Downtown (& metro)!",25358776,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92394,-77.04703,"Entire home/apt",1000,0,1,0,NA,"Ward 1",0,0
16620591,"Room in Dupont Circle Brownstone Mansion",10529621,"Dupont Circle, Connecticut Avenue/K Street",38.9128,-77.04698,"Private room",120,15,1,0,99,"Ward 2",0,0
16621058,"Large 2BR Close to Downtown DC",13814366,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94432,-77.00685,"Entire home/apt",100,1,2,0,100,"Ward 5",0,0
16626584,"Homie 1 BR Apartment in Luxury Building",109806591,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90321,-77.01621,"Entire home/apt",400,0,1,0,NA,"Ward 2",0,0
16626665,"Gorgeous Capitol Hill Apartment in 108 yr old home",30383311,"Capitol Hill, Lincoln Park",38.88915,-76.99335,"Entire home/apt",97,77,2,323,97,"Ward 6",31331,14
16627206,"Spacious two bedroom corner apartment with views",109811376,"Near Southeast, Navy Yard",38.87897,-77.00797,"Private room",350,1,1,0,100,"Ward 6",0,0
16628332,"14th Street Studio Walking Distance from WH",109822401,"Shaw, Logan Circle",38.9083,-77.03415,"Entire home/apt",650,0,1,0,NA,"Ward 2",0,0
16628797,"Beautiful, comfy room, two blocks from Metro!",14882392,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93448,-77.02439,"Private room",150,0,1,0,NA,"Ward 1",0,0
16628982,"Great location 1BR in U St/AdMo/Columbia Heights",73041211,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92346,-77.03556,"Private room",80,1,1,0,100,"Ward 1",0,0
16629472,"Renovated 1 BD/1 BA Cap Hill In-Law-Suite",9306094,"Union Station, Stanton Park, Kingman Park",38.89491,-76.98266,"Entire home/apt",78,279,2,312,97,"Ward 6",24336,59
16629475,"Inauguration Home Base - Good for Large Groups",20482300,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92691,-77.0289,"Entire home/apt",100,0,1,0,NA,"Ward 1",0,0
16630454,"Huge sunny bedroom in Dupont Circle",29099879,"Dupont Circle, Connecticut Avenue/K Street",38.91214,-77.04392,"Private room",350,0,1,0,NA,"Ward 2",0,0
16630937,"Quiet 3 Story House...20 Min Drive to Everything",109849144,"Capitol View, Marshall Heights, Benning Heights",38.88269,-76.94007,"Entire home/apt",114,95,1,89,93,"Ward 7",10146,28
16633159,"The Perfect Location for Inauguration/Women March",5008109,"Union Station, Stanton Park, Kingman Park",38.90093,-76.9865,"Private room",100,1,1,0,100,"Ward 6",0,0
16633165,"Luxury rowhouse, steps from the U.S. Capitol",106411859,"Union Station, Stanton Park, Kingman Park",38.89505,-76.99832,"Entire home/apt",1350,0,1,365,NA,"Ward 6",492750,0
16633921,"Huge sunny room w/comfy queen bed /renovated house",17764709,"Colonial Village, Shepherd Park, North Portal Estates",38.98704,-77.04569,"Private room",200,0,3,89,NA,"Ward 4",17800,0
16634181,"PRO CLEANED! Upscale & Spacious in Capitol Hill!",46630199,"Union Station, Stanton Park, Kingman Park",38.89502,-77.00133,"Entire home/apt",240,119,55,0,96,"Ward 6",0,5
16634189,"Good Space for Good People",77013163,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90252,-77.01711,"Entire home/apt",5000,0,1,363,NA,"Ward 2",1815000,0
16634452,"Sunny bedroom in a renovated house & safe area",17764709,"Colonial Village, Shepherd Park, North Portal Estates",38.98719,-77.04449,"Private room",150,0,3,90,NA,"Ward 4",13500,0
16634931,"Spacious Private room in Columbia Heights",111114,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9285,-77.03237,"Private room",100,1,2,0,60,"Ward 1",0,0
16635016,"Beautiful apartment blocks from White House!",14137964,"Dupont Circle, Connecticut Avenue/K Street",38.91039,-77.03562,"Entire home/apt",200,0,1,0,NA,"Ward 2",0,0
16635143,"Spacious Historic Capitol Hill Row Home",9306094,"Union Station, Stanton Park, Kingman Park",38.89588,-76.98313,"Entire home/apt",1500,0,2,0,NA,"Ward 6",0,0
16635429,"Quaint Capitol Hill Condo",15139876,"Union Station, Stanton Park, Kingman Park",38.89526,-76.99073,"Entire home/apt",750,0,1,0,NA,"Ward 6",0,0
16635517,"English Basement-walk to Metro/Adams Morgan/Zoo",109898126,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92698,-77.03923,"Entire home/apt",90,104,1,123,99,"Ward 1",11070,11
16636055,"Huge sunny 1BR apt with private entrance & deck",17764709,"Colonial Village, Shepherd Park, North Portal Estates",38.98715,-77.04569,"Entire home/apt",390,0,3,90,NA,"Ward 4",35100,0
16636788,"Large Capitol Hill 1BR Steps from U.S. Capitol",4691347,"Union Station, Stanton Park, Kingman Park",38.89564,-77.00086,"Entire home/apt",900,0,1,88,NA,"Ward 6",79200,0
16638068,"Long-term rental only (6-12 months)",104406247,"Shaw, Logan Circle",38.91305,-77.02755,"Entire home/apt",120,13,1,2,100,"Ward 2",240,0
16639486,"Modern 1BR in Heart of U ST, by Metro",8554252,"Howard University, Le Droit Park, Cardozo/Shaw",38.91636,-77.02471,"Entire home/apt",129,280,1,0,98,"Ward 1",0,42
16642117,"2BR/1BA APT walking distance to the US Capitol",7657746,"Union Station, Stanton Park, Kingman Park",38.89557,-76.99259,"Entire home/apt",119,13,1,0,98,"Ward 6",0,0
16642752,"Historic Rowhouse available for Inauguration Week",21719212,"Cathedral Heights, McLean Gardens, Glover Park",38.92196,-77.07528,"Entire home/apt",1500,0,1,0,NA,"Ward 3",0,0
16643671,"1BR perfect for Inauguration weekend",2086486,"Howard University, Le Droit Park, Cardozo/Shaw",38.91975,-77.03237,"Entire home/apt",575,0,1,0,NA,"Ward 1",0,0
16644129,"Great Space for Inauguration Weekend",61460018,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92522,-77.03226,"Entire home/apt",390,0,1,0,NA,"Ward 1",0,0
16644919,"Huge 1 bd full apt in Dupont Circle/ Georgetown!",6886145,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91183,-77.04931,"Entire home/apt",99,7,1,139,92,"Ward 1",13761,0
16645620,"Cozy Fixer Upper: 1 BR",52776136,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90488,-76.98505,"Private room",30,8,1,0,100,"Ward 5",0,0
16645828,"A Gorgeous Capitol Hill Apartment in Historic Home",30383311,"Capitol Hill, Lincoln Park",38.88842,-76.99292,"Entire home/apt",110,146,2,282,98,"Ward 6",31020,49
16646563,"River View in Navy Yard / Ballpark Near Metro",110015582,"Near Southeast, Navy Yard",38.87241,-77.00774,"Entire home/apt",750,0,1,0,NA,"Ward 6",0,0
16646995,"Safe, Modern, 2BR/2BA Condo in Columbia Heights",87299367,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92652,-77.03331,"Entire home/apt",1000,0,1,0,NA,"Ward 1",0,0
16647588,"Modern Two Bedroom English Basement in Mt Pleasant",1026388,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93384,-77.03766,"Entire home/apt",145,67,2,0,98,"Ward 1",0,4
16648673,"COVID Free Palisades Condo w/PARKING!!!",110034630,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9087,-77.0864,"Entire home/apt",88,14,1,285,91,"Ward 3",25080,2
16650330,"Perfect pad for Innauguration!",109260679,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87412,-77.01776,"Entire home/apt",900,0,1,0,NA,"Ward 6",0,0
16651057,"Private room in beautiful renovated Dupont house",11102678,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91423,-77.04821,"Private room",102,25,2,0,99,"Ward 1",0,0
16651496,"Spacious Renovated 2BR 2.5BA Dupont House w/ Patio",11102678,"Dupont Circle, Connecticut Avenue/K Street",38.91404,-77.04601,"Entire home/apt",235,63,2,90,97,"Ward 2",21150,6
16651584,"Bright and breezy 1 bedroom apt. in Logan Circle!",71343479,"Dupont Circle, Connecticut Avenue/K Street",38.91046,-77.03519,"Entire home/apt",115,5,1,18,100,"Ward 2",2070,0
16651819,"Blue + Cozy Townhome in DC (Private BR & Bath)",109436016,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.85392,-76.9724,"Private room",48,6,1,67,72,"Ward 8",3216,0
16653003,"1st Floor Apartment Bedroom near Georgetown",23588032,"Cathedral Heights, McLean Gardens, Glover Park",38.91965,-77.08014,"Private room",60,2,1,0,100,"Ward 3",0,0
16657906,"Charming English Basement Steps Away from Capitol",11365622,"Capitol Hill, Lincoln Park",38.89121,-77.00172,"Entire home/apt",142,9,1,0,98,"Ward 6",0,0
16659987,"Wonderful 2Bedroom Rowhouse close to Inauguration",110158644,"Capitol Hill, Lincoln Park",38.88631,-76.98766,"Entire home/apt",1350,0,1,0,NA,"Ward 6",0,0
16661459,"Clean + Spacious Petworth Room-Perfect 4 Tourists",34040439,"Brightwood Park, Crestwood, Petworth",38.95193,-77.03152,"Private room",50,0,1,0,NA,"Ward 4",0,0
16661638,"LOCATION! HISTORIC CAPITOL HILL - PARKING & PATIO",4918289,"Capitol Hill, Lincoln Park",38.87914,-76.98935,"Entire home/apt",98,67,1,11,98,"Ward 6",1078,0
16663340,"Convenient Apartment Close to Capitol",35340389,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91337,-77.00648,"Entire home/apt",600,0,1,0,NA,"Ward 5",0,0
16664148,"Large, Open, 2BR Walk-Up in Shaw",49350907,"Shaw, Logan Circle",38.91223,-77.02281,"Entire home/apt",120,10,2,0,96,"Ward 2",0,0
16664524,"Downtown Apartment - Short Walk to National Mall!",15466700,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90013,-77.01696,"Entire home/apt",200,0,1,0,NA,"Ward 2",0,0
16665637,"Private Bed/Bath in Dupont/Adams Morgan Green Home",10367964,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91784,-77.04206,"Private room",145,40,4,0,99,"Ward 1",0,0
16665977,"Bungalow in Ft. Dupont Park-10 min to Capitol Hill",90526446,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.88222,-76.96094,"Entire home/apt",150,12,1,0,96,"Ward 7",0,0
16669509,"15th Street Luxury Loft with parking",110267232,"Shaw, Logan Circle",38.91094,-77.03404,"Entire home/apt",1700,0,1,90,NA,"Ward 2",153000,0
